
INST_WB = xxxxxxxx, PC_DEBUG = xxxxxxxx, O_CTRL = x, O_INSN_VLD = x, O_MISPREDICT= x,, LED_REG = xxxxxxxx, RD_ADDR = xx, WB_DATA = xxxxxxxx, time =                    0
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 00, WB_DATA = 00000000, time =                11612

INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000d, RD_ADDR = 00, WB_DATA = 0000001c, time =                11616
INST_WB = 00a00513, PC_DEBUG = 00000068, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 0a, WB_DATA = 0000000a, time =                11632
INST_WB = fa1ff0ef, PC_DEBUG = 0000006c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000d, RD_ADDR = 01, WB_DATA = 00000070, time =                11636
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 05, WB_DATA = 10000000, time =                11652
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 05, WB_DATA = 10000000, time =                11656
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000000, time =                11660

INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 0000001c, time =                11664
INST_WB = 00012083, PC_DEBUG = 00000070, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 00000b10, time =                11680
INST_WB = 00000013, PC_DEBUG = 00000070, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000b10, time =                11684
INST_WB = 00008067, PC_DEBUG = 00000074, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000078, time =                11688
INST_WB = 00412083, PC_DEBUG = 00000b10, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 00000104, time =                11704
INST_WB = 00000013, PC_DEBUG = 00000b10, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000104, time =                11708
INST_WB = 00008067, PC_DEBUG = 00000b14, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000b18, time =                11712
INST_WB = 2d5000ef, PC_DEBUG = 00000104, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 00000108, time =                11728
INST_WB = 00112223, PC_DEBUG = 00000bd8, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 04, WB_DATA = 00000000, time =                11744
INST_WB = 07300513, PC_DEBUG = 00000bdc, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 0a, WB_DATA = 00000073, time =                11748
INST_WB = c2cff0ef, PC_DEBUG = 00000be0, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 00000be4, time =                11752
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 05, WB_DATA = 10000000, time =                11768
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 05, WB_DATA = 10000000, time =                11772
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000073, RD_ADDR = 00, WB_DATA = 00000000, time =                11776
sINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000073, RD_ADDR = 00, WB_DATA = 0000001c, time =                11780
INST_WB = 06c00513, PC_DEBUG = 00000be4, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000073, RD_ADDR = 0a, WB_DATA = 0000006c, time =                11796
INST_WB = c24ff0ef, PC_DEBUG = 00000be8, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000073, RD_ADDR = 01, WB_DATA = 00000bec, time =                11800
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000073, RD_ADDR = 05, WB_DATA = 10000000, time =                11816
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000073, RD_ADDR = 05, WB_DATA = 10000000, time =                11820
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006c, RD_ADDR = 00, WB_DATA = 00000000, time =                11824
lINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000006c, RD_ADDR = 00, WB_DATA = 0000001c, time =                11828
INST_WB = 07400513, PC_DEBUG = 00000bec, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006c, RD_ADDR = 0a, WB_DATA = 00000074, time =                11844
INST_WB = c1cff0ef, PC_DEBUG = 00000bf0, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000006c, RD_ADDR = 01, WB_DATA = 00000bf4, time =                11848
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006c, RD_ADDR = 05, WB_DATA = 10000000, time =                11864
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006c, RD_ADDR = 05, WB_DATA = 10000000, time =                11868
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000074, RD_ADDR = 00, WB_DATA = 00000000, time =                11872
tINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000074, RD_ADDR = 00, WB_DATA = 0000001c, time =                11876
INST_WB = 06900513, PC_DEBUG = 00000bf4, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000074, RD_ADDR = 0a, WB_DATA = 00000069, time =                11892
INST_WB = c14ff0ef, PC_DEBUG = 00000bf8, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000074, RD_ADDR = 01, WB_DATA = 00000bfc, time =                11896
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000074, RD_ADDR = 05, WB_DATA = 10000000, time =                11912
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000074, RD_ADDR = 05, WB_DATA = 10000000, time =                11916
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000069, RD_ADDR = 00, WB_DATA = 00000000, time =                11920
iINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000069, RD_ADDR = 00, WB_DATA = 0000001c, time =                11924
INST_WB = 07500513, PC_DEBUG = 00000bfc, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000069, RD_ADDR = 0a, WB_DATA = 00000075, time =                11940
INST_WB = c0cff0ef, PC_DEBUG = 00000c00, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000069, RD_ADDR = 01, WB_DATA = 00000c04, time =                11944
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000069, RD_ADDR = 05, WB_DATA = 10000000, time =                11960
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000069, RD_ADDR = 05, WB_DATA = 10000000, time =                11964
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000075, RD_ADDR = 00, WB_DATA = 00000000, time =                11968
uINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000075, RD_ADDR = 00, WB_DATA = 0000001c, time =                11972
INST_WB = 02e00513, PC_DEBUG = 00000c04, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000075, RD_ADDR = 0a, WB_DATA = 0000002e, time =                11988
INST_WB = c04ff0ef, PC_DEBUG = 00000c08, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000075, RD_ADDR = 01, WB_DATA = 00000c0c, time =                11992
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000075, RD_ADDR = 05, WB_DATA = 10000000, time =                12008
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000075, RD_ADDR = 05, WB_DATA = 10000000, time =                12012
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                12016
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                12020
INST_WB = 00000893, PC_DEBUG = 00000c0c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00000000, time =                12036
INST_WB = 00000313, PC_DEBUG = 00000c10, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = 00000000, time =                12040
INST_WB = 00033293, PC_DEBUG = 00000c14, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000000, time =                12044
INST_WB = 06589663, PC_DEBUG = 00000c18, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0c, WB_DATA = 00000000, time =                12048
INST_WB = 00100893, PC_DEBUG = 00000c1c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00000001, time =                12052
INST_WB = 00300313, PC_DEBUG = 00000c20, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = 00000003, time =                12056
INST_WB = 00733293, PC_DEBUG = 00000c24, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000001, time =                12060
INST_WB = 04589e63, PC_DEBUG = 00000c28, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 1c, WB_DATA = 00000000, time =                12064
INST_WB = 00000893, PC_DEBUG = 00000c2c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00000000, time =                12068
INST_WB = 00700313, PC_DEBUG = 00000c30, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = 00000007, time =                12072
INST_WB = 00333293, PC_DEBUG = 00000c34, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000000, time =                12076
INST_WB = 04589663, PC_DEBUG = 00000c38, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0c, WB_DATA = 00000000, time =                12080
INST_WB = 00000893, PC_DEBUG = 00000c3c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00000000, time =                12084
INST_WB = 80000337, PC_DEBUG = 00000c40, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = 80000000, time =                12088
INST_WB = 00030313, PC_DEBUG = 00000c44, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = 80000000, time =                12092
INST_WB = 00233293, PC_DEBUG = 00000c48, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000000, time =                12096
INST_WB = 02589c63, PC_DEBUG = 00000c4c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 18, WB_DATA = 00000000, time =                12100
INST_WB = 00100893, PC_DEBUG = 00000c50, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00000001, time =                12104
INST_WB = 00800313, PC_DEBUG = 00000c54, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = 00000008, time =                12108
INST_WB = fff33293, PC_DEBUG = 00000c58, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000001, time =                12112
INST_WB = 02589463, PC_DEBUG = 00000c5c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 08, WB_DATA = 00000000, time =                12116
INST_WB = 00100893, PC_DEBUG = 00000c60, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00000001, time =                12120
INST_WB = 00000293, PC_DEBUG = 00000c64, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000000, time =                12124
INST_WB = 0082b293, PC_DEBUG = 00000c68, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000001, time =                12128
INST_WB = 00589c63, PC_DEBUG = 00000c6c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 18, WB_DATA = 00000000, time =                12132
INST_WB = 00100893, PC_DEBUG = 00000c70, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00000001, time =                12136
INST_WB = 00000293, PC_DEBUG = 00000c74, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000000, time =                12140
INST_WB = fff2b293, PC_DEBUG = 00000c78, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000001, time =                12144
INST_WB = 00589463, PC_DEBUG = 00000c7c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 08, WB_DATA = 00000000, time =                12148
INST_WB = 00c0006f, PC_DEBUG = 00000c80, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000c84, time =                12152
INST_WB = b98ff0ef, PC_DEBUG = 00000c8c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000c90, time =                12168
INST_WB = 00112023, PC_DEBUG = 00000024, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                12184
INST_WB = 02e00513, PC_DEBUG = 00000028, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                12188
INST_WB = fe1ff0ef, PC_DEBUG = 0000002c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000030, time =                12192
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                12208
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                12212
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                12216
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                12220
INST_WB = 02e00513, PC_DEBUG = 00000030, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                12236
INST_WB = fd9ff0ef, PC_DEBUG = 00000034, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000038, time =                12240
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                12256
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                12260
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                12264
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                12268
INST_WB = 02e00513, PC_DEBUG = 00000038, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                12284
INST_WB = fd1ff0ef, PC_DEBUG = 0000003c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000040, time =                12288
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                12304
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                12308
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                12312
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                12316
INST_WB = 05000513, PC_DEBUG = 00000040, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 00000050, time =                12332
INST_WB = fc9ff0ef, PC_DEBUG = 00000044, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000048, time =                12336
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                12352
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                12356
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 00, WB_DATA = 00000000, time =                12360
PINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000050, RD_ADDR = 00, WB_DATA = 0000001c, time =                12364
INST_WB = 04100513, PC_DEBUG = 00000048, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 0a, WB_DATA = 00000041, time =                12380
INST_WB = fc1ff0ef, PC_DEBUG = 0000004c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000050, RD_ADDR = 01, WB_DATA = 00000050, time =                12384
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 05, WB_DATA = 10000000, time =                12400
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 05, WB_DATA = 10000000, time =                12404
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 00, WB_DATA = 00000000, time =                12408
AINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000041, RD_ADDR = 00, WB_DATA = 0000001c, time =                12412
INST_WB = 05300513, PC_DEBUG = 00000050, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 0a, WB_DATA = 00000053, time =                12428
INST_WB = fb9ff0ef, PC_DEBUG = 00000054, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000041, RD_ADDR = 01, WB_DATA = 00000058, time =                12432
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 05, WB_DATA = 10000000, time =                12448
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 05, WB_DATA = 10000000, time =                12452
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 00000000, time =                12456
